,Gold,power,powerdiff,forecast
2010-11-01,20140.21,1030.0179572143331,23.961839156266137,20144.202376037643
2010-12-01,20506.3,1043.088397464299,13.070440249965941,20510.372335145665
2011-01-01,20203.8,1032.2933805882335,-10.795016876065574,20207.806255485375
2011-02-01,20321.09,1036.4847091614545,4.1913285732209715,20325.1218662374
2011-03-01,20835.0,1054.7643760189183,18.27966685746378,20839.144239228557
2011-04-01,21469.78,1077.15776364104,22.393387622121736,21474.063391407006
2011-05-01,22129.5,1100.2214836794483,23.06372003840829,22133.928408529027
2011-06-01,22213.85,1103.1553726731754,2.9338889937271233,22218.29697864002
2011-07-01,22627.4,1117.4915759988762,14.336203325700808,22631.938116180165
2011-08-01,25877.92,1227.5821254932475,110.09054949437132,25883.179520551592
2011-09-01,27486.8,1280.5216563229274,52.939530829679825,27492.419679570678
2011-10-01,26667.5,1253.6826414247846,-26.83901489814275,26672.936030964433
2011-11-01,28562.92,1315.4120696649918,61.7294282402072,28568.781635240663
2011-12-01,28062.96,1299.2521197854794,-16.159949879512396,28068.709121070642
2012-01-01,27597.8,1284.1392607134799,-15.112859071999537,27603.444598465423
2012-02-01,28118.7,1301.0580279470064,16.918767233526523,28124.461656386284
2012-03-01,27853.95,1292.470841778863,-8.58718616814349,27859.652136769135
2012-04-01,28562.73,1315.405944591651,22.935102812788045,28568.59159244841
2012-05-01,28830.96,1324.0408137376944,8.634869146043457,28836.882028947377
2012-06-01,29818.62,1355.630334565928,31.589520828233617,29824.764991317963
2012-07-01,29468.46,1344.4671902643986,-11.163144301529428,29474.52586734349
2012-08-01,30179.79,1367.103356091138,22.636165826739443,30186.016689338143
2012-09-01,31672.83,1414.102235517022,46.99887942588407,31679.395326974205
2012-10-01,31055.63,1394.756007532473,-19.34622798454916,31062.055164726404
2012-11-01,31547.95,1410.1970462773304,15.441038744857451,31554.486947940844
2012-12-01,30832.8,1387.7430981807377,-22.45394809659274,30839.174621466642
2013-01-01,30520.19,1377.8789424918148,-9.864155688922892,30526.49376827419
2013-02-01,29963.48,1360.2369752131565,-17.641967278658285,29969.65774874618
2013-03-01,29513.75,1345.9132727419437,-14.323702471212755,29519.826096641642
2013-04-01,27742.6,1288.8518881318053,-57.061384610138475,27748.27711869475
2013-05-01,26768.65,1257.009409145244,-31.84247898656122,26774.108677110064
2013-06-01,27178.13,1270.4386573761242,13.429248230880148,27183.680432091016
2013-07-01,26928.15,1262.2476257585956,-8.191031617528552,26933.644402571048
2013-08-01,30216.3,1368.2608433918738,106.01321763327815,30222.53495286763
2013-09-01,30473.04,1376.388537615472,8.127694223598155,30479.333087249266
2013-10-01,30709.63,1383.860166930933,7.471629315461087,30715.9766973273
2013-11-01,30739.6,1384.8053998862533,0.9452329553203072,30745.953490983116
2013-12-01,29904.2,1358.3526427387783,-26.45275714747504,29910.364341965673
2014-01-01,29581.85,1348.0864124339712,-10.266230304807095,29587.941480472415
2014-02-01,30210.68,1368.0826982072479,19.996285773276668,30216.91368080149
2014-03-01,29831.88,1356.0522897604435,-12.030408446804358,29838.027989239097
2014-04-01,29328.91,1340.0072435662971,-16.04504619414638,29334.944357040767
2014-05-01,28738.0,1321.0509822444071,-18.956261321889997,28743.901077899824
2014-06-01,27427.4,1278.583949277278,-42.46703296712917,27433.006348275507
2014-07-01,28007.59,1297.4571334578727,18.873184180594762,28013.326671156712
2014-08-01,28079.57,1299.7903760334352,2.333242575562508,28085.322856246305
2014-09-01,26962.6,1263.3777911610096,-36.41258487242567,26968.102121308326
2014-10-01,26990.73,1264.3003016274658,0.9225104664562878,26996.238424663294
2014-11-01,26115.0,1235.4438764394158,-28.856425188050025,26120.31246975702
2014-12-01,26678.27,1254.037040636082,18.593164196666294,26683.70844186024
2015-01-01,27403.27,1277.7964370596217,23.759396423539556,27408.87093345211
2015-02-01,27075.48,1267.0778973639647,-10.718539695657,27081.007418939516
2015-03-01,26167.83,1237.1928367417204,-29.885060622244282,26173.154274635326
2015-04-01,26682.61,1254.1798411838904,16.98700444217002,26688.049413406443
2015-05-01,27093.04,1267.6530822454786,13.473241061588169,27098.571355172964
2015-06-01,26645.96,1252.9737141561684,-14.679368089310174,26651.39120943389
2015-07-01,25539.38,1216.3183114463848,-36.65540270978363,25544.563986793917
2015-08-01,25728.54,1222.6174769479512,6.299165501566449,25733.766180463103
2015-09-01,26245.83,1239.773125782225,17.155648834273734,26251.171707656536
2015-10-01,26576.59,1250.689430262572,10.91630448034698,26582.005683967207
2015-11-01,25648.39,1219.950125822621,-30.739304439950956,25653.598298948258
2015-12-01,25207.38,1205.2285083567326,-14.721617465888357,25212.48999939774
2016-01-01,25997.5,1231.5501765358733,26.321668179140715,26002.78622202086
2016-02-01,28251.67,1305.3617637087384,73.81158717286507,28257.461568800973
2016-03-01,28794.25,1322.8604722337207,17.49870852498225,28800.1637546396
2016-04-01,28818.16,1323.629304863639,0.768832629918279,28824.07914376515
2016-05-01,29639.09,1349.9118378841993,26.282533020560322,29645.19441344882
2016-06-01,29745.45,1353.3009305131159,3.3890926289166146,29751.578450613484
2016-07-01,30941.75,1391.1738672342783,37.87293672116243,30948.14932996404
2016-08-01,31270.0,1401.4884302608914,10.314563026613087,31276.473819241313
2016-09-01,31178.0,1398.6008147421799,-2.8876155187115273,31184.452934836467
2016-10-01,30071.37,1363.6636058540448,-34.937208888135046,30077.572155194594
2016-11-01,29796.43,1354.924086012811,-8.739519841233914,29802.569974698763
2016-12-01,27754.29,1289.2320258445168,-65.69206016829412,27759.96974477996
2017-01-01,28745.95,1321.3067879264945,32.074762081977724,28751.852869412174
2017-02-01,29264.74,1337.9542672176651,16.64747929117061,29270.759871949384
2017-03-01,28758.18,1321.7002689440815,-16.253998273583647,28764.08562549753
2017-04-01,29010.28,1329.8000482328957,8.099779288814261,29016.242460476155
2017-05-01,28471.36,1312.4590107839465,-17.341037448949237,28477.201016811785
2017-06-01,28823.1,1323.7881280658817,11.329117281935169,28829.020257251694
2017-07-01,28170.48,1302.7346749311173,-21.053453134764368,28176.25330312178
2017-08-01,28893.24,1326.042280114409,23.3076051832918,28899.17606878344
2017-09-01,29899.29,1358.1965184143019,32.15423829989277,29905.453231624128
2017-10-01,29505.3,1345.6435198658173,-12.552998548484538,29511.374188000656
2017-11-01,29399.09,1342.2509543723982,-3.39256549341917,29405.14020198452
2017-12-01,28763.42,1321.8688423410988,-20.382112031299357,28769.326806386878
2018-01-01,29854.32,1356.7662396263015,34.897397285202715,29860.473062912657
2018-02-01,30391.32,1373.8037400875378,17.037500461236277,30397.594578440974
2018-03-01,30419.72,1374.7022661023705,0.8985260148326688,30426.00101027501
2018-04-01,30985.5,1392.5505078281965,17.84824172582603,30991.909254077982
2018-05-01,31116.14,1396.6577698984247,4.1072620702282165,31122.57889539668
2018-06-01,30707.142857,1383.781711737592,-12.8760581608326,30713.488990563343
2018-07-01,30097.045455,1364.478525185233,-19.303186552359193,30103.253419536024
2018-08-01,29644.285714,1350.0774806214079,-14.401044563825053,29650.391301493484
2018-09-01,30537.777778,1378.4347127635822,28.357232142174325,30544.085530857315
2018-10-01,31489.285714,1408.3609235583492,29.92621079476703,31495.809333868234
2018-11-01,31010.368421,1393.3327593737217,-15.028164184627485,31016.78331670422
2018-12-01,31250.5,1400.87659441154,7.543835037818326,31256.969392202758
2019-01-01,32230.0,1431.4698784483649,30.593284036824798,32236.69206356342
2019-02-01,33216.5,1462.0011305203295,30.531252071964673,33223.41692818826
2019-03-01,32036.32,1425.4429360346687,-36.558194485660806,32042.96798615223
2019-04-01,31659.263158,1413.6782034951964,-11.764732539472334,31665.825401425955
2019-05-01,31737.545455,1416.1241695376252,2.445966042428836,31744.125492466253
2019-06-01,33121.263158,1459.0656186838355,42.94144914621029,33128.158351885875
2019-07-01,34522.26087,1501.9983687687545,42.93275008491901,34529.47633433019
2019-08-01,37356.15,1587.2797562927208,85.28138752396626,37364.01672804328
2019-09-01,37926.736842,1604.2122738045275,16.932517511806736,37934.73522921659
2019-10-01,38213.55,1612.694740400895,8.48246659636743,38221.61463249028
2019-11-01,38122.2,1609.9951539625083,-2.699586438386632,38130.243528679355
2019-12-01,38091.571429,1609.0895803851936,-0.9055735773147262,38099.607882801705
2020-01-01,39983.83,1664.6352027396215,55.545622354427906,39992.304455441285
2020-02-01,41195.21,1699.7799602331943,35.1447574935728,41203.965800054466
2020-03-01,42285.33,1731.1424538049766,31.362493571782352,42294.33959172102
2020-04-01,45504.44,1822.374550587897,91.23209678292028,45514.20226376688
2020-05-01,46343.28,1845.8259093688691,23.451358780972214,46353.239157857424
2020-06-01,47314.73,1872.8261136936255,27.000204324756396,47324.917557640096
2020-07-01,49878.43,1943.2959360965033,70.46982240287775,49889.22221002212
2020-08-01,52917.19,2025.4323490620484,82.1364129655451,52928.70231098608
2020-09-01,50783.64,1967.916551692462,-57.51579736958638,50794.646342017535
2020-10-01,50697.85,1965.588848103633,-2.327703588829081,50708.836034023116
2020-11-01,50428.65,1958.2770733957086,-7.3117747079243145,50439.57232854866
2020-12-01,49443.86,1931.4285983153384,-26.848475080370235,49454.5495266893
2021-01-01,49611.95,1936.02253506137,4.593936746031659,49622.679235181626
2021-02-01,47107.1,1867.0693877448198,-68.95314731655026,47117.23870747843
2021-03-01,44647.57,1798.2848222336738,-68.78456551114596,44657.13145708681
2021-04-01,46517.21,1850.6724554168345,52.38763318316069,46527.21002123425
2021-05-01,47860.25,1887.9151604854362,37.24270506860171,47870.56599154369
2021-06-01,47890.86,1888.7602977005397,0.8451372151034775,47901.183201874424
2021-07-01,47763.52,1885.2433940059693,-3.5169036945703738,47773.81320890868
2021-08-01,,1894.425099692975,9.181705687005646,48106.556350756066
2021-09-01,,1920.9980005712152,26.57290087824036,49073.4450862124
2021-10-01,,1933.9111711346598,12.913170563444538,49545.38590618859
2021-11-01,,1882.5058372412173,-51.40533389344249,47674.738899353346
2021-12-01,,1922.1675412489412,39.66170400772391,49116.13273790715
2022-01-01,,1977.367646040163,55.200104791221705,51143.5056724602
2022-02-01,,1965.030594566858,-12.337051473304953,50688.26260625033
2022-03-01,,1917.112392314205,-47.91820225265317,48931.70231186756
2022-04-01,,1947.1857701039592,30.073377789754254,50031.945776102984
2022-05-01,,1975.101622339232,27.91585223527286,51059.796803942794
2022-06-01,,1946.8966635501317,-28.20495878910037,50021.33383649365
2022-07-01,,1880.421734276982,-66.47492927314967,47599.3549756198
2022-08-01,,1888.5224043378798,8.100670060897826,47892.564325645384
